1,date,section,metric,condition,notes,source,id
1641.0,2025-05-27,B2S5,pruning,pass,,Original,
1665.0,2025-05-27,B2S3,health status,partial,due to branch blight,Original,
1726.0,2025-05-28,B2S1B,soil moisture,fail,,Original,
1718.0,2025-05-28,B2S1A,flowering,partial,,Original,
1695.0,2025-05-28,B2S2,soil moisture,fail,,Original,
1696.0,2025-05-28,B2S2,pruning,partial,,Original,
1697.0,2025-05-28,B2S2,staking,pass,,Original,
1698.0,2025-05-28,B2S2,pipes,pass,,Original,
1699.0,2025-05-28,B2S2,pipes,partial,,Original,
1700.0,2025-05-28,B2S2,drippers,pass,,Original,
1701.0,2025-05-28,B2S2,flowering,partial,,Original,
1702.0,2025-05-28,B2S2,health status,pass,early prevention of branch blight,Original,
1703.0,2025-05-28,B2S1A,insect pests,pass,,Original,
1704.0,2025-05-28,B2S1A,diseases,pass,,Original,
1694.0,2025-05-28,B2S2,plant growth,pass,,Original,
1705.0,2025-05-28,B2S1A,basin weeds,pass,,Original,
1707.0,2025-05-28,B2S1A,mowing,pass,,Original,
1708.0,2025-05-28,B2S1A,inrows,pass,,Original,
1709.0,2025-05-28,B2S1A,soil moisture,fail,,Original,
1710.0,2025-05-28,B2S1A,leaf colour,pass,,Original,
1711.0,2025-05-28,B2S1A,plant growth,pass,,Original,
1712.0,2025-05-28,B2S1A,pruning,fail,,Original,
1713.0,2025-05-28,B2S1A,dead plants,pass,,Original,
1714.0,2025-05-28,B2S1A,soil nutrients,pass,,Original,
1715.0,2025-05-28,B2S1A,pipes,pass,,Original,
1716.0,2025-05-28,B2S1A,pipes,pass,,Original,
1706.0,2025-05-28,B2S1A,basin formation,pass,,Original,
1693.0,2025-05-28,B2S2,leaf colour,partial,,Original,
1692.0,2025-05-28,B2S2,soil nutrients,partial,3 plants with calcium defficiency,Original,
1691.0,2025-05-28,B2S2,mowing,pass,,Original,
1666.0,2025-05-28,B2S4,insect pests,pass,,Original,
1667.0,2025-05-28,B2S4,diseases,partial,branch blight on few plants,Original,
1669.0,2025-05-28,B2S4,basin formation,pass,,Original,
1670.0,2025-05-28,B2S4,inrows,pass,,Original,
1671.0,2025-05-28,B2S4,mowing,pass,,Original,
1672.0,2025-05-28,B2S4,inaccessibles,fail,to be slashed,Original,
1674.0,2025-05-28,B2S4,plant growth,pass,,Original,
1675.0,2025-05-28,B2S4,leaf colour,pass,,Original,
1676.0,2025-05-28,B2S4,soil nutrients,pass,,Original,
1677.0,2025-05-28,B2S4,soil moisture,partial,,Original,
1678.0,2025-05-28,B2S4,staking,pass,,Original,
1679.0,2025-05-28,B2S4,pruning,partial,early tree training is required,Original,
1680.0,2025-05-28,B2S4,dead plants,pass,,Original,
1681.0,2025-05-28,B2S4,pipes,pass,,Original,
1682.0,2025-05-28,B2S4,pipes,pass,,Original,
1683.0,2025-05-28,B2S4,drippers,pass,,Original,
1684.0,2025-05-28,B2S4,flowering,fail,,Original,
1685.0,2025-05-28,B2S4,health status,partial,,Original,
1686.0,2025-05-28,B2S2,insect pests,fail,2 variegated stink bug found,Original,
1687.0,2025-05-28,B2S2,diseases,partial,branch blight on few plants,Original,
1688.0,2025-05-28,B2S2,basin weeds,pass,weeds regrowth,Original,
1689.0,2025-05-28,B2S2,basin formation,pass,,Original,
1690.0,2025-05-28,B2S2,inrows,pass,grass recoveries,Original,
1717.0,2025-05-28,B2S1A,drippers,pass,,Original,
,2025-05-28,B2S2,leaf colour,pass,No issues detected - Evening inspection,Sample,46.0
1668.0,2025-05-28,B2S4,basin weeds,pass,very clean,Original,
1720.0,2025-05-28,B2S1B,insect pests,partial,felted coccid on leaves,Original,
1735.0,2025-05-28,B2S1B,dead plants,pass,,Original,
1734.0,2025-05-28,B2S1B,drippers,pass,,Original,
1733.0,2025-05-28,B2S1B,pipes,pass,,Original,
1732.0,2025-05-28,B2S1B,pipes,pass,,Original,
1731.0,2025-05-28,B2S1B,staking,pass,,Original,
1730.0,2025-05-28,B2S1B,pruning,fail,,Original,
1736.0,2025-05-28,B2S1B,health status,pass,,Original,
1729.0,2025-05-28,B2S1B,soil nutrients,pass,,Original,
1727.0,2025-05-28,B2S1B,leaf colour,pass,,Original,
1725.0,2025-05-28,B2S1B,mowing,fail,,Original,
1724.0,2025-05-28,B2S1B,inrows,pass,,Original,
1723.0,2025-05-28,B2S1B,basin formation,pass,,Original,
1722.0,2025-05-28,B2S1B,basin weeds,partial,inprogress,Original,
1721.0,2025-05-28,B2S1B,diseases,pass,,Original,
1728.0,2025-05-28,B2S1B,plant growth,pass,,Original,
1719.0,2025-05-28,B2S1A,health status,pass,,Original,
,2025-05-29,B2S6,Growth,partial,Some improvement needed - Morning inspection,Sample,179.0
1739.0,2025-05-30,B2S8,basin weeds,pass,,Original,
1770.0,2025-05-30,B2S7,health status,partial,a curative fungicides should be applied well,Original,
1769.0,2025-05-30,B2S7,dead plants,pass,,Original,
1768.0,2025-05-30,B2S7,flowering,partial,,Original,
1767.0,2025-05-30,B2S7,soil moisture,pass,,Original,
1766.0,2025-05-30,B2S7,soil nutrients,pass,,Original,
1765.0,2025-05-30,B2S7,leaf colour,pass,,Original,
1764.0,2025-05-30,B2S7,drippers,pass,,Original,
1763.0,2025-05-30,B2S7,pipes,pass,,Original,
1762.0,2025-05-30,B2S7,pipes,pass,,Original,
1761.0,2025-05-30,B2S7,staking,pass,,Original,
1760.0,2025-05-30,B2S7,pruning,fail,to be actioned before main flowering,Original,
1759.0,2025-05-30,B2S7,mowing,pass,,Original,
1758.0,2025-05-30,B2S7,inrows,pass,,Original,
1757.0,2025-05-30,B2S7,basin formation,pass,,Original,
1756.0,2025-05-30,B2S7,basin weeds,pass,,Original,
1755.0,2025-05-30,B2S7,diseases,partial,trunk canker requires action,Original,
1754.0,2025-05-30,B2S7,insect pests,fail,green vegetable bugs [4] and some eggs,Original,
1740.0,2025-05-30,B2S8,basin formation,pass,,Original,
1741.0,2025-05-30,B2S8,inrows,pass,,Original,
1742.0,2025-05-30,B2S8,mowing,pass,,Original,
1743.0,2025-05-30,B2S8,pruning,partial,inprogress,Original,
1744.0,2025-05-30,B2S8,staking,pass,,Original,
1745.0,2025-05-30,B2S8,plant growth,partial,,Original,
1738.0,2025-05-30,B2S8,diseases,partial,trunk canker on few plants,Original,
1737.0,2025-05-30,B2S8,insect pests,fail,some green vegetable bugs found and felted coccid on leaves,Original,
1748.0,2025-05-30,B2S8,pipes,pass,,Original,
1749.0,2025-05-30,B2S8,pipes,partial,,Original,
1750.0,2025-05-30,B2S8,drippers,pass,,Original,
1751.0,2025-05-30,B2S8,flowering,partial,,Original,
1752.0,2025-05-30,B2S8,dead plants,partial,2plants,Original,
1753.0,2025-05-30,B2S8,health status,partial,diseases and nutritional of  should be well monitored for plant health,Original,
1747.0,2025-05-30,B2S8,leaf colour,partial,most of the plants at west side have pale yellow leaves,Original,
1746.0,2025-05-30,B2S8,staking,pass,,Original,
,2025-05-31,B2S8,leaf colour,pass,Healthy growth observed,Sample,82.0
1771.0,2025-05-31,B2S6,insect pests,fail,"3 green vegetable bugs adults and their 2 nymphals found, latania scales on leaves",Original,
,2025-06-01,B2S1A,pipes,partial,Some improvement needed,Sample,153.0
563.0,2025-06-02,B2S2,diseases,pass,,Original,
578.0,2025-06-02,B2S1A,health status,pass,,Original,
577.0,2025-06-02,B2S1A,dead plants,partial,1 plant died physically,Original,
576.0,2025-06-02,B2S1A,moisture,fail,,Original,
575.0,2025-06-02,B2S1A,inaccessibles,partial,,Original,
574.0,2025-06-02,B2S1A,mowing,pass,,Original,
573.0,2025-06-02,B2S1A,inrows,partial,,Original,
572.0,2025-06-02,B2S1A,basin weeds,fail,,Original,
570.0,2025-06-02,B2S2,health status,pass,,Original,
579.0,2025-06-02,B2S1A,diseases,pass,,Original,
1772.0,2025-06-02,B2S7,insect pests,fail,"green vegetable bugs 4 adults ,2 nymhals ,eggs",Original,
562.0,2025-06-02,B2S2,Insect pests,pass,,Original,
569.0,2025-06-02,B2S2,dead plants,pass,,Original,
568.0,2025-06-02,B2S2,moisture,fail,no moisture,Original,
564.0,2025-06-02,B2S2,basin weeds,pass,,Original,
565.0,2025-06-02,B2S2,inrows,partial,inprogress,Original,
571.0,2025-06-02,B2S1A,Insect pests,fail,4 nymphals of green veg bug and hetched green veg bug eggs,Original,
566.0,2025-06-02,B2S2,mowing,partial,inprogress,Original,
567.0,2025-06-02,B2S2,inaccessibles,partial,inprogress,Original,
,2025-06-03,B2S3,Soil Moisture,partial,Partial completion - Medium priority,Sample,143.0
1808.0,2025-06-03,B2S1B,health status,pass,,Original,
1807.0,2025-06-03,B2S1B,flowering,partial,,Original,
1806.0,2025-06-03,B2S1B,drippers,pass,,Original,
,2025-06-03,B2S1B,health status,pass,Excellent performance,Sample,145.0
,2025-06-03,B1S2,Insect pests,partial,Some pest activity - High priority,Sample,93.0
1805.0,2025-06-03,B2S1B,pipes,pass,,Original,
1793.0,2025-06-03,B2S1B,diseases,pass,,Original,
1794.0,2025-06-03,B2S1B,basin weeds,pass,,Original,
1795.0,2025-06-03,B2S1B,basin formation,pass,,Original,
1792.0,2025-06-03,B2S1B,insect pests,pass,,Original,
1797.0,2025-06-03,B2S1B,mowing,fail,,Original,
1798.0,2025-06-03,B2S1B,pruning,fail,,Original,
1799.0,2025-06-03,B2S1B,leaf colour,pass,,Original,
1800.0,2025-06-03,B2S1B,plant growth,pass,,Original,
1801.0,2025-06-03,B2S1B,soil nutrients,pass,,Original,
1802.0,2025-06-03,B2S1B,soil moisture,fail,,Original,
1803.0,2025-06-03,B2S1B,dead plants,pass,,Original,
1804.0,2025-06-03,B2S1B,pipes,pass,,Original,
1796.0,2025-06-03,B2S1B,inrows,partial,,Original,
1833.0,2025-06-04,B2S2,soil moisture,fail,,Original,
1828.0,2025-06-04,B2S2,diseases,partial,branch blight and stem canker on 6 plants,Original,
1829.0,2025-06-04,B2S2,basin weeds,pass,,Original,
1830.0,2025-06-04,B2S2,inrows,partial,,Original,
1831.0,2025-06-04,B2S2,basin formation,pass,,Original,
1832.0,2025-06-04,B2S2,mowing,pass,,Original,
1834.0,2025-06-04,B2S2,pruning,fail,to be pruned before main flowering starts,Original,
1836.0,2025-06-04,B2S2,leaf colour,partial,,Original,
1837.0,2025-06-04,B2S2,plant growth,partial,,Original,
1838.0,2025-06-04,B2S2,soil nutrients,partial,,Original,
1839.0,2025-06-04,B2S2,dead plants,partial,,Original,
1840.0,2025-06-04,B2S2,pipes,pass,,Original,
1841.0,2025-06-04,B2S2,pipes,partial,,Original,
1842.0,2025-06-04,B2S2,drippers,pass,,Original,
1827.0,2025-06-04,B2S2,insect pests,pass,,Original,
1835.0,2025-06-04,B2S2,staking,pass,1 plant need support,Original,
1826.0,2025-06-04,B2S3,health status,partial,,Original,
1815.0,2025-06-04,B2S3,soil moisture,fail,,Original,
1824.0,2025-06-04,B2S3,drippers,pass,,Original,
1809.0,2025-06-04,B2S3,insect pests,pass,,Original,
1810.0,2025-06-04,B2S3,diseases,partial,branch blight on few plants,Original,
1811.0,2025-06-04,B2S3,basin weeds,pass,weeds regrowth,Original,
1812.0,2025-06-04,B2S3,basin formation,pass,,Original,
1813.0,2025-06-04,B2S3,inrows,fail,,Original,
1814.0,2025-06-04,B2S3,mowing,pass,,Original,
1843.0,2025-06-04,B2S2,flowering,partial,,Original,
1816.0,2025-06-04,B2S3,pruning,fail,to be actioned before main flowering,Original,
1817.0,2025-06-04,B2S3,staking,pass,,Original,
1818.0,2025-06-04,B2S3,leaf colour,pass,,Original,
1819.0,2025-06-04,B2S3,plant growth,pass,,Original,
1820.0,2025-06-04,B2S3,soil nutrients,pass,,Original,
1821.0,2025-06-04,B2S3,dead plants,partial,3plants,Original,
1822.0,2025-06-04,B2S3,pipes,pass,,Original,
1823.0,2025-06-04,B2S3,pipes,partial,,Original,
1825.0,2025-06-04,B2S3,flowering,partial,,Original,
1844.0,2025-06-04,B2S2,health status,partial,fungicides is highly required for b2s2,Original,
1847.0,2025-06-05,B2S5,basin weeds,pass,weeds regrowth,Original,
1846.0,2025-06-05,B2S5,diseases,partial,phythophthora root rot,Original,
1866.0,2025-06-05,B2S4,basin formation,pass,,Original,
1867.0,2025-06-05,B2S4,inrows,pass,,Original,
1868.0,2025-06-05,B2S4,mowing,pass,,Original,
1869.0,2025-06-05,B2S4,soil moisture,fail,,Original,
1870.0,2025-06-05,B2S4,soil nutrients,pass,,Original,
1871.0,2025-06-05,B2S4,leaf colour,pass,,Original,
1872.0,2025-06-05,B2S4,plant growth,pass,,Original,
1865.0,2025-06-05,B2S4,basin weeds,pass,,Original,
1873.0,2025-06-05,B2S4,pruning,partial,,Original,
1875.0,2025-06-05,B2S4,pipes,pass,,Original,
1876.0,2025-06-05,B2S4,pipes,pass,,Original,
1845.0,2025-06-05,B2S5,insect pests,fail,green vegetable bugs [2] found on line 17 .,Original,
1878.0,2025-06-05,B2S4,dead plants,pass,[1],Original,
1879.0,2025-06-05,B2S4,flowering,fail,,Original,
1880.0,2025-06-05,B2S4,health status,pass,,Original,
,2025-06-05,B2S1A,basin formation,partial,Requires monitoring - 24% severity,Sample,43.0
1874.0,2025-06-05,B2S4,staking,pass,,Original,
1864.0,2025-06-05,B2S4,diseases,pass,,Original,
1877.0,2025-06-05,B2S4,drippers,pass,,Original,
1862.0,2025-06-05,B2S5,health status,partial,,Original,
1861.0,2025-06-05,B2S5,flowering,partial,,Original,
1860.0,2025-06-05,B2S5,dead plants,partial,,Original,
1859.0,2025-06-05,B2S5,drippers,pass,,Original,
1858.0,2025-06-05,B2S5,pipes,pass,,Original,
1857.0,2025-06-05,B2S5,pipes,pass,,Original,
1863.0,2025-06-05,B2S4,insect pests,pass,,Original,
1856.0,2025-06-05,B2S5,staking,pass,,Original,
1855.0,2025-06-05,B2S5,pruning,pass,,Original,
1854.0,2025-06-05,B2S5,plant growth,pass,,Original,
1853.0,2025-06-05,B2S5,leaf colour,pass,,Original,
1848.0,2025-06-05,B2S5,basin formation,pass,,Original,
1852.0,2025-06-05,B2S5,soil nutrients,partial,compost manure will help in nutrients for,Original,
1849.0,2025-06-05,B2S5,inrows,partial,grass recoveries,Original,
1851.0,2025-06-05,B2S5,soil moisture,fail,dry basins only,Original,
1850.0,2025-06-05,B2S5,mowing,pass,extention is a fail which requires action,Original,
,2025-06-06,B2S1B,fire guard,partial,Minor issues detected,Sample,191.0
,2025-06-06,B2S8,Insect pests,pass,Pest control effective - 31% severity,Sample,159.0
,2025-06-07,B1S2,Harvest,pass,Excellent performance,Sample,99.0
,2025-06-08,B2S1B,Insect pests,pass,No pests detected,Sample,5.0
1895.0,2025-06-09,B1S1,drippers,pass,,Original,
1891.0,2025-06-09,B1S1,pruning,partial,incomplete,Original,
1910.0,2025-06-09,B1S2,soil moisture,fail,irrigation is highly required,Original,
1909.0,2025-06-09,B1S2,contours,fail,to be slashed,Original,
1908.0,2025-06-09,B1S2,staking,pass,,Original,
1907.0,2025-06-09,B1S2,pruning,pass,,Original,
1892.0,2025-06-09,B1S1,staking,pass,,Original,
1906.0,2025-06-09,B1S2,mowing,partial,grass recoveries,Original,
1890.0,2025-06-09,B1S1,plant growth,pass,,Original,
1889.0,2025-06-09,B1S1,leaf colour,pass,,Original,
1888.0,2025-06-09,B1S1,soil nutrients,pass,,Original,
1887.0,2025-06-09,B1S1,soil moisture,fail,,Original,
1886.0,2025-06-09,B1S1,mowing,pass,,Original,
1882.0,2025-06-09,B1S1,diseases,pass,[1] plant extremely yellowish due to stem canker,Original,
1884.0,2025-06-09,B1S1,basin formation,pass,,Original,
1883.0,2025-06-09,B1S1,basin weeds,pass,,Original,
1905.0,2025-06-09,B1S2,inrows,partial,black jack recoveries,Original,
1904.0,2025-06-09,B1S2,basin formation,pass,,Original,
1903.0,2025-06-09,B1S2,basin weeds,pass,,Original,
1902.0,2025-06-09,B1S2,diseases,pass,,Original,
1901.0,2025-06-09,B1S2,insect pests,pass,only few eggs of green vegetabla bug found,Original,
1900.0,2025-06-09,B1S1,health status,pass,,Original,
1898.0,2025-06-09,B1S1,contours,fail,,Original,
1897.0,2025-06-09,B1S1,flowering,partial,,Original,
1896.0,2025-06-09,B1S1,dead plants,pass,,Original,
1881.0,2025-06-09,B1S1,insect pests,pass,some eggs of green vegetable bugs found in numbers,Original,
1894.0,2025-06-09,B1S1,pipes,pass,,Original,
,2025-06-09,B2S1B,basins,pass,Good condition maintained,Sample,169.0
1885.0,2025-06-09,B1S1,inrows,partial,black jack requires action,Original,
1893.0,2025-06-09,B1S1,pipes,pass,,Original,
1914.0,2025-06-09,B1S2,pipes,pass,,Original,
1912.0,2025-06-09,B1S2,leaf colour,pass,,Original,
1915.0,2025-06-09,B1S2,pipes,pass,,Original,
1916.0,2025-06-09,B1S2,drippers,pass,,Original,
1917.0,2025-06-09,B1S2,dead plants,pass,,Original,
1918.0,2025-06-09,B1S2,health status,pass,,Original,
1911.0,2025-06-09,B1S2,soil nutrients,pass,,Original,
1913.0,2025-06-09,B1S2,plant growth,pass,,Original,
1930.0,2025-06-11,B2S7,leaf colour,pass,,Original,
1935.0,2025-06-11,B2S7,health status,pass,,Original,
1934.0,2025-06-11,B2S7,flowering,partial,,Original,
1933.0,2025-06-11,B2S7,drippers,pass,,Original,
1932.0,2025-06-11,B2S7,pipes,pass,,Original,
1931.0,2025-06-11,B2S7,pipes,pass,,Original,
1929.0,2025-06-11,B2S7,plant growth,pass,,Original,
1928.0,2025-06-11,B2S7,soil nutrients,pass,,Original,
1927.0,2025-06-11,B2S7,soil moisture,fail,to be irrigated,Original,
1925.0,2025-06-11,B2S7,pruning,partial,incomplete,Original,
1924.0,2025-06-11,B2S7,mowing,pass,,Original,
1923.0,2025-06-11,B2S7,inrows,pass,grass regrowth,Original,
1922.0,2025-06-11,B2S7,basin formation,pass,,Original,
1921.0,2025-06-11,B2S7,basin weeds,pass,,Original,
1920.0,2025-06-11,B2S7,diseases,pass,,Original,
1919.0,2025-06-11,B2S7,insect pests,fail,some green vegetable bugs found [6] adults and 2 nymphals,Original,
1926.0,2025-06-11,B2S7,staking,pass,,Original,
1962.0,2025-06-12,B2S1B,leaf colour,pass,,Original,
1963.0,2025-06-12,B2S1B,soil nutrients,pass,,Original,
1961.0,2025-06-12,B2S1B,plant growth,pass,,Original,
1975.0,2025-06-12,B2S8,inrows,pass,,Original,
1959.0,2025-06-12,B2S1B,staking,pass,,Original,
1958.0,2025-06-12,B2S1B,pruning,fail,,Original,
1964.0,2025-06-12,B2S1B,pipes,pass,,Original,
1960.0,2025-06-12,B2S1B,soil moisture,partial,,Original,
1965.0,2025-06-12,B2S1B,pipes,pass,,Original,
1974.0,2025-06-12,B2S8,basin formation,pass,,Original,
1967.0,2025-06-12,B2S1B,dead plants,pass,,Original,
1968.0,2025-06-12,B2S1B,flowering,partial,,Original,
1969.0,2025-06-12,B2S1B,health status,pass,,Original,
1970.0,2025-06-12,B2S1B,fire guard,partial,inside was slashed but outside the fence is a fail,Original,
1971.0,2025-06-12,B2S8,Insect pests,fail,1 green vegetable bug 3 nyphs at first instar stage,Original,
1972.0,2025-06-12,B2S8,diseases,partial,stem canker to be controlled,Original,
1973.0,2025-06-12,B2S8,basin weeds,pass,,Original,
1957.0,2025-06-12,B2S1B,mowing,partial,inprogress,Original,
1966.0,2025-06-12,B2S1B,drippers,pass,,Original,
1956.0,2025-06-12,B2S1B,inrows,pass,,Original,
1947.0,2025-06-12,B2S1A,plant growth,pass,,Original,
1954.0,2025-06-12,B2S1B,basin weeds,pass,,Original,
1936.0,2025-06-12,B2S1A,insect pests,pass,,Original,
1937.0,2025-06-12,B2S1A,diseases,pass,,Original,
1938.0,2025-06-12,B2S1A,basin weeds,pass,,Original,
1939.0,2025-06-12,B2S1A,basin formation,pass,,Original,
1940.0,2025-06-12,B2S1A,inrows,pass,,Original,
1941.0,2025-06-12,B2S1A,mowing,pass,,Original,
1942.0,2025-06-12,B2S1A,pruning,fail,to be actioned before main flowering,Original,
1943.0,2025-06-12,B2S1A,staking,pass,,Original,
1955.0,2025-06-12,B2S1B,basin formation,pass,,Original,
1944.0,2025-06-12,B2S1A,leaf colour,pass,,Original,
1946.0,2025-06-12,B2S1A,soil moisture,partial,due to showers of night,Original,
1976.0,2025-06-12,B2S8,mowing,pass,,Original,
1948.0,2025-06-12,B2S1A,pipes,pass,,Original,
1949.0,2025-06-12,B2S1A,pipes,pass,,Original,
1950.0,2025-06-12,B2S1A,drippers,pass,,Original,
1951.0,2025-06-12,B2S1A,flowering,pass,,Original,
1952.0,2025-06-12,B2S1B,insect pests,pass,,Original,
1953.0,2025-06-12,B2S1B,diseases,pass,,Original,
1945.0,2025-06-12,B2S1A,soil nutrients,pass,,Original,
1977.0,2025-06-12,B2S8,soil moisture,partial,due to showers of night,Original,
1979.0,2025-06-12,B2S8,leaf colour,partial,,Original,
1985.0,2025-06-12,B2S8,health status,partial,stem canker to be controlled,Original,
1987.0,2025-06-12,B2S8,pruning,partial,incomplete field,Original,
1986.0,2025-06-12,B2S8,flowering,partial,,Original,
1984.0,2025-06-12,B2S8,fire guard,fail,to be actioned before hot wethers,Original,
1983.0,2025-06-12,B2S8,drippers,pass,,Original,
1978.0,2025-06-12,B2S8,plant growth,partial,,Original,
1982.0,2025-06-12,B2S8,pipes,pass,,Original,
1980.0,2025-06-12,B2S8,dead plants,partial,,Original,
,2025-06-12,B2S2,health status,pass,No issues detected - 8 plants affected,Sample,71.0
,2025-06-12,B2S2,bud break,pass,Healthy growth observed,Sample,123.0
,2025-06-12,B2S2,inrows,partial,In progress - Medium priority,Sample,90.0
1981.0,2025-06-12,B2S8,pipes,pass,,Original,
2021.0,2025-06-13,B2S3,fire guard,fail,,Original,
2020.0,2025-06-13,B2S3,drippers,pass,,Original,
2022.0,2025-06-13,B2S3,health status,pass,,Original,
2019.0,2025-06-13,B2S3,pipes,pass,,Original,
2018.0,2025-06-13,B2S3,pipes,pass,,Original,
2035.0,2025-06-13,B2S4,pipes,pass,,Original,
2016.0,2025-06-13,B2S3,plant growth,pass,,Original,
2023.0,2025-06-13,B2S4,insect pests,pass,,Original,
2015.0,2025-06-13,B2S3,leaf colour,pass,,Original,
2014.0,2025-06-13,B2S3,staking,pass,,Original,
2017.0,2025-06-13,B2S3,soil nutrients,partial,compost manure is inprogress,Original,
2024.0,2025-06-13,B2S4,diseases,pass,,Original,
2030.0,2025-06-13,B2S4,staking,pass,,Original,
2026.0,2025-06-13,B2S4,inrows,pass,,Original,
2027.0,2025-06-13,B2S4,mowing,pass,,Original,
2028.0,2025-06-13,B2S4,basin formation,pass,,Original,
2029.0,2025-06-13,B2S4,pruning,partial,,Original,
2013.0,2025-06-13,B2S3,pruning,fail,,Original,
2031.0,2025-06-13,B2S4,leaf colour,pass,,Original,
2032.0,2025-06-13,B2S4,plant growth,pass,,Original,
2036.0,2025-06-13,B2S4,drippers,pass,,Original,
2037.0,2025-06-13,B2S4,fire guard,pass,,Original,
2038.0,2025-06-13,B2S4,soil moisture,partial,,Original,
2039.0,2025-06-13,B2S4,health status,pass,,Original,
2025.0,2025-06-13,B2S4,basin weeds,pass,,Original,
2012.0,2025-06-13,B2S3,mowing,pass,inaccessibles fail,Original,
2006.0,2025-06-13,B2S2,health status,partial,,Original,
2010.0,2025-06-13,B2S3,basin formation,pass,,Original,
2034.0,2025-06-13,B2S4,pipes,pass,,Original,
,2025-06-13,B2S2,Dead Plant,pass,Standards met,Sample,95.0
1988.0,2025-06-13,B2S2,insect pests,pass,,Original,
1989.0,2025-06-13,B2S2,diseases,partial,,Original,
1990.0,2025-06-13,B2S2,basin weeds,pass,,Original,
1991.0,2025-06-13,B2S2,basin formation,pass,,Original,
1992.0,2025-06-13,B2S2,inrows,pass,shrubs regrowth,Original,
1993.0,2025-06-13,B2S2,mowing,pass,,Original,
1994.0,2025-06-13,B2S2,pruning,partial,,Original,
1995.0,2025-06-13,B2S2,staking,pass,,Original,
1996.0,2025-06-13,B2S2,soil nutrients,partial,yellowish of some plants,Original,
1997.0,2025-06-13,B2S2,leaf colour,partial,,Original,
1998.0,2025-06-13,B2S2,plant growth,partial,,Original,
1999.0,2025-06-13,B2S2,soil moisture,pass,,Original,
2000.0,2025-06-13,B2S2,dead plants,pass,,Original,
2001.0,2025-06-13,B2S2,pipes,pass,,Original,
2002.0,2025-06-13,B2S2,pipes,pass,,Original,
2003.0,2025-06-13,B2S2,drippers,pass,,Original,
2004.0,2025-06-13,B2S2,flowering,partial,,Original,
2005.0,2025-06-13,B2S2,fire guard,pass,,Original,
2007.0,2025-06-13,B2S3,insect pests,pass,,Original,
2008.0,2025-06-13,B2S3,diseases,pass,,Original,
2009.0,2025-06-13,B2S3,basin weeds,partial,weeds regrowth,Original,
2011.0,2025-06-13,B2S3,inrows,pass,,Original,
2033.0,2025-06-13,B2S4,soil nutrients,pass,,Original,
2053.0,2025-06-14,B2S5,pipes,pass,,Original,
2048.0,2025-06-14,B2S5,plant growth,pass,,Original,
2052.0,2025-06-14,B2S5,pipes,pass,,Original,
2054.0,2025-06-14,B2S5,drippers,pass,,Original,
2055.0,2025-06-14,B2S5,fire guard,fail,"to be actioned before August , amonth of fire out breaks",Original,
2056.0,2025-06-14,B2S5,health status,pass,,Original,
2049.0,2025-06-14,B2S5,leaf colour,pass,,Original,
2050.0,2025-06-14,B2S5,soil nutrients,partial,compost manure is required,Original,
2047.0,2025-06-14,B2S5,staking,pass,,Original,
2046.0,2025-06-14,B2S5,pruning,pass,,Original,
2045.0,2025-06-14,B2S5,basin formation,pass,,Original,
2044.0,2025-06-14,B2S5,mowing,partial,grass recoveries and shrubs at extention,Original,
2043.0,2025-06-14,B2S5,inrows,partial,grass recoveries,Original,
2042.0,2025-06-14,B2S5,basin weeds,pass,,Original,
2041.0,2025-06-14,B2S5,diseases,pass,,Original,
2051.0,2025-06-14,B2S5,soil moisture,partial,due to irrigation tank,Original,
2040.0,2025-06-14,B2S5,insect pests,pass,,Original,
,2025-06-15,B2S6,Dead Plant,pass,Standards met,Sample,164.0
,2025-06-15,B2S3,nutsetting,partial,In progress - High priority,Sample,70.0
,2025-06-15,B1S2,plant growth,partial,Partial completion,Sample,196.0
,2025-06-16,B2S3,Damage,partial,Partial completion,Sample,144.0
2067.0,2025-06-17,B1S1,soil nutrients,pass,,Original,
2057.0,2025-06-17,B1S1,insect pests,fail,"2 green vegetable bugs adults and unhetched eggs ,black citrus aphids on few flowers ,felted coccid on leaves",Original,
2058.0,2025-06-17,B1S1,diseases,pass,,Original,
2059.0,2025-06-17,B1S1,basin weeds,pass,,Original,
2060.0,2025-06-17,B1S1,basin formation,pass,,Original,
2062.0,2025-06-17,B1S1,mowing,pass,,Original,
2063.0,2025-06-17,B1S1,pruning,pass,early fowers are start,Original,
2064.0,2025-06-17,B1S1,staking,pass,,Original,
2065.0,2025-06-17,B1S1,plant growth,pass,,Original,
2066.0,2025-06-17,B1S1,leaf colour,pass,,Original,
,2025-06-17,B2S1B,Weather,pass,Good weather,Sample,7.0
2061.0,2025-06-17,B1S1,inrows,partial,black jack need action,Original,
2069.0,2025-06-17,B1S1,pipes,pass,,Original,
2075.0,2025-06-17,B1S1,contours,fail,,Original,
2068.0,2025-06-17,B1S1,soil moisture,partial,,Original,
2073.0,2025-06-17,B1S1,dead plants,pass,,Original,
2074.0,2025-06-17,B1S1,health status,pass,,Original,
2071.0,2025-06-17,B1S1,drippers,pass,,Original,
2070.0,2025-06-17,B1S1,pipes,pass,,Original,
2072.0,2025-06-17,B1S1,fire guard,fail,,Original,
2108.0,2025-06-18,B1S2,pipes,pass,,Original,
2109.0,2025-06-18,B1S2,drippers,pass,,Original,
2107.0,2025-06-18,B1S2,pipes,pass,,Original,
