1,date,section,metric,condition,notes
2248,24/06/2025,B2S5,leaf colour,pass,
2249,24/06/2025,B2S5,plant growth,pass,
2250,24/06/2025,B2S5,pipes,pass,
2251,24/06/2025,B2S5,pipes,pass,
2252,24/06/2025,B2S5,drippers,pass,
2253,24/06/2025,B2S5,pruning,pass,
2254,24/06/2025,B2S5,dead plants,pass,
2255,24/06/2025,B2S5,flowering,partial,
2256,24/06/2025,B2S5,fire guard,fail,
2257,24/06/2025,B2S5,health status,pass,
2258,26/06/2025,B1S1,insect pests,fail,4 green vegetable bugs found and some eggs
2259,26/06/2025,B1S1,diseases,pass,
2260,26/06/2025,B1S1,basin weeds,pass,
2261,26/06/2025,B1S1,basin formation,pass,
2262,26/06/2025,B1S1,inrows,fail,to be slashed toavoid pests hosting
2263,26/06/2025,B1S1,mowing,partial,inprogress
2264,26/06/2025,B1S1,soil moisture,pass,only 2 draines record dry
2265,26/06/2025,B1S1,pruning,pass,
2266,26/06/2025,B1S1,staking,pass,
2267,26/06/2025,B1S1,soil nutrients,pass,
2268,26/06/2025,B1S1,leaf colour,pass,
2269,26/06/2025,B1S1,plant growth,pass,
2270,26/06/2025,B1S1,contours,fail,to be slashed
2271,26/06/2025,B1S1,dead plants,pass,
2272,26/06/2025,B1S1,flowering,partial,early flowering is low
2273,26/06/2025,B1S1,fire guard,fail,to be actioned before August a month of fire out break
2274,26/06/2025,B1S1,health status,pass,
2275,26/06/2025,B1S2,insect pests,fail,1 green stink bug and some eggs found
2276,26/06/2025,B1S2,diseases,pass,
2277,26/06/2025,B1S2,basin weeds,pass,
2278,26/06/2025,B1S2,inrows,fail,black jack to be slashed
2279,26/06/2025,B1S2,mowing,partial,
2280,26/06/2025,B1S2,pruning,pass,
2281,26/06/2025,B1S2,soil moisture,partial,
2282,26/06/2025,B1S2,staking,pass,
2283,26/06/2025,B1S2,soil nutrients,pass,
2284,26/06/2025,B1S2,leaf colour,pass,
2285,26/06/2025,B1S2,plant growth,pass,
2286,26/06/2025,B1S2,contours,fail,
2287,26/06/2025,B1S2,dead plants,pass,
2288,26/06/2025,B1S2,flowering,partial,
2289,26/06/2025,B1S2,fire guard,fail,
2290,26/06/2025,B1S2,health status,pass,
2291,27/06/2025,B2S7,Insect pests,fail,1 green stink bug found
2292,27/06/2025,B2S7,diseases,pass,
2293,27/06/2025,B2S7,basin weeds,pass,
2294,27/06/2025,B2S7,basin formation,pass,
2295,27/06/2025,B2S7,inrows,partial,grass recoveries
2296,27/06/2025,B2S7,mowing,pass,
2297,27/06/2025,B2S7,pruning,pass,
2298,27/06/2025,B2S7,staking,pass,
2299,27/06/2025,B2S7,soil moisture,pass,due to irrigation
2300,27/06/2025,B2S7,leaf colour,pass,
2301,27/06/2025,B2S7,plant growth,pass,
2302,27/06/2025,B2S7,flowering,partial,
2303,27/06/2025,B2S7,fire guard,pass,
2304,27/06/2025,B2S7,dead plants,pass,
2305,27/06/2025,B2S7,soil nutrients,pass,
2306,27/06/2025,B2S7,health status,pass,
2307,28/06/2025,B2S6,insect pests,pass,only eggs of green vegetable bugs found [unhetched]
2308,28/06/2025,B2S6,diseases,pass,
2309,28/06/2025,B2S6,basin weeds,pass,
2310,28/06/2025,B2S6,basin formation,pass,
2311,28/06/2025,B2S6,inrows,pass,
2312,28/06/2025,B2S6,mowing,pass,
2313,28/06/2025,B2S6,pruning,pass,
2314,28/06/2025,B2S6,staking,pass,
2315,28/06/2025,B2S6,soil moisture,partial,
2316,28/06/2025,B2S6,soil nutrients,pass,
2317,28/06/2025,B2S6,leaf colour,pass,
2318,28/06/2025,B2S6,plant growth,pass,
2319,28/06/2025,B2S6,pipes,pass,
2320,28/06/2025,B2S6,pipes,pass,
2321,28/06/2025,B2S6,drippers,pass,
2322,28/06/2025,B2S6,dead plants,pass,
2323,28/06/2025,B2S6,flowering,partial,
2324,28/06/2025,B2S6,health status,pass,
2325,30/06/2025,B2S8,insect pests,pass,
2326,30/06/2025,B2S8,diseases,pass,
2327,30/06/2025,B2S8,basin weeds,pass,
2328,30/06/2025,B2S8,basin formation,fail,
2329,30/06/2025,B2S8,inrows,pass,
2330,30/06/2025,B2S8,mowing,pass,inaccessibles fail
2331,30/06/2025,B2S8,soil moisture,pass,due to heavy rain
2332,30/06/2025,B2S8,pruning,pass,
2333,30/06/2025,B2S8,staking,pass,
2334,30/06/2025,B2S8,leaf colour,pass,
2335,30/06/2025,B2S8,plant growth,pass,
2336,30/06/2025,B2S8,soil nutrients,pass,
2337,30/06/2025,B2S8,dead plants,pass,
2338,30/06/2025,B2S8,pipes,pass,
2339,30/06/2025,B2S8,pipes,pass,
2340,30/06/2025,B2S8,drippers,pass,
2341,30/06/2025,B2S8,flowering,partial,
2342,30/06/2025,B2S8,fire guard,fail,
2343,30/06/2025,B2S8,health status,pass,
2345,01/07/2025,B2S1A,insect pests,pass,
2346,01/07/2025,B2S1A,diseases,pass,
2347,01/07/2025,B2S1A,basin weeds,pass,
2348,01/07/2025,B2S1A,basin formation,pass,
2349,01/07/2025,B2S1A,inrows,pass,
2350,01/07/2025,B2S1A,mowing,pass,
2351,01/07/2025,B2S1A,soil moisture,pass,
2352,01/07/2025,B2S1A,pruning,pass,
2353,01/07/2025,B2S1A,staking,pass,
2354,01/07/2025,B2S1A,soil nutrients,pass,
2355,01/07/2025,B2S1A,leaf colour,pass,
2356,01/07/2025,B2S1A,plant growth,pass,
2357,01/07/2025,B2S1A,fire guard,fail,
2358,01/07/2025,B2S1A,flowering,partial,
2359,01/07/2025,B2S1A,dead plants,pass,
2360,01/07/2025,B2S1A,pipes,pass,
2361,01/07/2025,B2S1A,pipes,pass,
2362,01/07/2025,B2S1A,drippers,pass,
2363,01/07/2025,B2S1A,health status,pass,
2364,01/07/2025,B2S1A,bud break,partial,
2365,01/07/2025,B2S1B,insect pests,pass,
2366,01/07/2025,B2S1B,diseases,pass,
2367,01/07/2025,B2S1B,basin weeds,pass,
2368,01/07/2025,B2S1B,inrows,pass,
2369,01/07/2025,B2S1B,mowing,pass,
2370,01/07/2025,B2S1B,basin formation,pass,
2371,01/07/2025,B2S1B,soil moisture,pass,
2372,01/07/2025,B2S1B,pruning,partial,
2373,01/07/2025,B2S1B,staking,pass,
2374,01/07/2025,B2S1B,leaf colour,pass,
2375,01/07/2025,B2S1B,plant growth,pass,
2376,01/07/2025,B2S1B,soil nutrients,pass,
2377,01/07/2025,B2S1B,pipes,pass,
2378,01/07/2025,B2S1B,pipes,pass,
2379,01/07/2025,B2S1B,drippers,pass,
2380,01/07/2025,B2S1B,fire guard,fail,
2381,01/07/2025,B2S1B,flowering,partial,
2382,01/07/2025,B2S1B,bud break,partial,
2383,01/07/2025,B2S1B,health status,pass,
2384,02/07/2025,B1S1,insect pests,pass,
2385,02/07/2025,B1S1,diseases,pass,
2386,02/07/2025,B1S1,basin weeds,pass,
2387,02/07/2025,B1S1,basin formation,pass,
2388,02/07/2025,B1S1,inrows,fail,
2389,02/07/2025,B1S1,mowing,pass,
2390,02/07/2025,B1S1,soil moisture,pass,
2391,02/07/2025,B1S1,pruning,pass,
2392,02/07/2025,B1S1,staking,pass,
2393,02/07/2025,B1S1,soil nutrients,pass,
2394,02/07/2025,B1S1,plant growth,pass,
2395,02/07/2025,B1S1,leaf colour,pass,
2396,02/07/2025,B1S1,pipes,pass,
2397,02/07/2025,B1S1,pipes,pass,
2398,02/07/2025,B1S1,drippers,pass,
2399,02/07/2025,B1S1,dead plants,pass,
2400,02/07/2025,B1S1,flowering,partial,
2401,02/07/2025,B1S1,bud break,pass,
2402,02/07/2025,B1S1,fire guard,fail,
2403,02/07/2025,B1S1,health status,pass,
2404,02/07/2025,B1S2,insect pests,pass,
2405,02/07/2025,B1S2,diseases,pass,
2406,02/07/2025,B1S2,basin weeds,pass,
2407,02/07/2025,B1S2,basin formation,pass,
2408,02/07/2025,B1S2,inrows,partial,
2409,02/07/2025,B1S2,mowing,pass,
2410,02/07/2025,B1S2,soil moisture,pass,
2411,02/07/2025,B1S2,pruning,pass,
2412,02/07/2025,B1S2,soil nutrients,pass,
2413,02/07/2025,B1S2,plant growth,pass,
2414,02/07/2025,B1S2,leaf colour,pass,
2415,02/07/2025,B1S2,pipes,pass,
2416,02/07/2025,B1S2,pipes,pass,
2417,02/07/2025,B1S2,drippers,pass,
2418,02/07/2025,B1S2,dead plants,pass,
2419,02/07/2025,B1S2,flowering,partial,
2420,02/07/2025,B1S2,bud break,partial,
2421,02/07/2025,B1S2,fire guard,fail,
2422,02/07/2025,B1S2,health status,pass,
2423,03/07/2025,B2S2,insect pests,pass,
2424,03/07/2025,B2S2,diseases,pass,
2425,03/07/2025,B2S2,basin formation,pass,
2426,03/07/2025,B2S2,mowing,partial,
2427,03/07/2025,B2S2,inrows,partial,
2428,03/07/2025,B2S2,soil moisture,pass,
2429,03/07/2025,B2S2,pruning,partial,
2430,03/07/2025,B2S2,staking,pass,
2431,03/07/2025,B2S2,leaf colour,pass,
2432,03/07/2025,B2S2,plant growth,pass,
2433,03/07/2025,B2S2,soil nutrients,pass,
2434,03/07/2025,B2S2,pipes,pass,
2435,03/07/2025,B2S2,pipes,pass,
2436,03/07/2025,B2S2,drippers,pass,
2437,03/07/2025,B2S2,dead plants,pass,
2438,03/07/2025,B2S2,bud break,partial,
2439,03/07/2025,B2S2,fire guard,pass,
2440,03/07/2025,B2S2,health status,pass,
2442,04/07/2025,B2S4,insect pests,pass,
2443,04/07/2025,B2S4,diseases,pass,
2444,04/07/2025,B2S4,basin weeds,pass,
2445,04/07/2025,B2S4,inrows,pass,
2446,04/07/2025,B2S4,mowing,pass,
2447,04/07/2025,B2S4,basin formation,pass,
2448,04/07/2025,B2S4,leaf colour,pass,
2449,04/07/2025,B2S4,plant growth,pass,
2450,04/07/2025,B2S4,soil nutrients,pass,
2451,04/07/2025,B2S4,soil moisture,pass,
2452,04/07/2025,B2S4,flowering,fail,
2453,04/07/2025,B2S4,fire guard,pass,
2454,04/07/2025,B2S4,pruning,partial,
2455,04/07/2025,B2S4,staking,pass,
2456,04/07/2025,B2S4,dead plants,pass,
2457,04/07/2025,B2S4,pipes,pass,
2458,04/07/2025,B2S4,pipes,pass,
2459,04/07/2025,B2S4,drippers,pass,
2460,04/07/2025,B2S4,health status,pass,
2461,04/07/2025,B2S4,insect pests,pass,
2462,04/07/2025,B2S4,diseases,pass,
2463,04/07/2025,B2S4,basin weeds,pass,
2464,04/07/2025,B2S4,basin formation,pass,
2465,04/07/2025,B2S4,inrows,pass,
2466,04/07/2025,B2S4,mowing,pass,
2467,04/07/2025,B2S4,soil moisture,pass,
2468,04/07/2025,B2S4,plant growth,pass,
2469,04/07/2025,B2S4,soil nutrients,pass,
2470,04/07/2025,B2S4,leaf colour,pass,
2471,04/07/2025,B2S4,flowering,partial,
2472,04/07/2025,B2S4,nutsetting,pass,
2473,04/07/2025,B2S4,fire guard,fail,
2474,04/07/2025,B2S4,pruning,fail,
2475,04/07/2025,B2S4,staking,pass,
2476,04/07/2025,B2S4,dead plants,pass,
2477,04/07/2025,B2S4,pipes,pass,
2478,04/07/2025,B2S4,pipes,pass,
2479,04/07/2025,B2S4,drippers,pass,
2480,04/07/2025,B2S4,health status,pass,
